Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2025.0,Equity Analyst Intern,Enso Gestão de Patrimônio,Wealth Management,Internships,Internships,,,https://www.ensogp.com.br/,,PRE,,64
2025.0,"Consulting Intern, Business Transformation",EY,Finance - Corporate Finance,Consulting & Advisory,Internships,,,https://www.ey.com/en_ca/careers,,PRE,,80
2025.0,Business Development Representative,Fidelity Canada,Finance - Investment Banking,Real Estate,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,64
2025.0,Publishing Intern,Fintel Connect,Marketing,Internships,Internships,,,https://www.fintelconnect.com/about-us/careers/,Communications,PRE,,64
2025.0,Guest Experience Intern,Flyover,Other,Internships,Internships,,,https://www.pursuit.com/careers/flyover/,Entertainment/Hospitality,PRE,,55
2025.0,Guest Experience Intern,Flyover,Other,Internships,Internships,,,https://www.pursuit.com/careers/flyover/,Entertainment/Hospitality,PRE,,55
2025.0,Founder,FoundHer Studio,Entrepreneurship,Business & Enterprise,Business & Enterprise,,,,,POST,,48
2025.0,Sales Associate,Frank and Oak,Other,Business & Enterprise,Sales / Business Development,,,https://www.linkedin.com/company/frank-&-oak/,Retail,PRE,,47
2025.0,Subtitle Creator,Freelance,Entrepreneurship,Research,Research,,,,Communications,POST,Started during degree,62
2025.0,Venture Capital Investment Associate,Front Row Ventures,Finance - Private Equity,Government,Finance & Banking,,,https://frontrow.ventures/join-us/,,PRE,,60
2025.0,Intern,FSD Zambia,Government and NGO's/No-Profit Organizations (NPOs),Internships,Internships,,,https://www.linkedin.com/company/fsdzambia/,,PRE,,64
2025.0,Account Management Associate,Gentai Capital,Finance - Investment Banking,Government,Government,,,https://gentaicapital.com/careers/,,POST,Started during degree,60
2025.0,Junior Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Academia,Academia,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,50
2025.0,Junior Trade Policy Officer,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,100
2025.0,Analyst,Goldman Sachs,Finance - Investment Banking,Research,Research,,,https://www.goldmansachs.com/careers/,,PRE,,50
2025.0,Investment Banking Analyst,Goldman Sachs,Finance - Investment Banking,Government,Finance & Banking,,,https://www.goldmansachs.com/careers/,,POST,,60
2025.0,Assistant General Manager,Gold's Gym,Other,Insurance,Administration and Office Management,,,https://www.goldsgym.com/careers/,Fitness,PRE,,56
2025.0,General Manager,Gold's Gym,Other,Real Estate,Real Estate,,,https://www.goldsgym.com/careers/,Fitness,POST,Started during degree,55
2025.0,Admin and Marketing Team Lead,Gold's Gym,Other,Law,"Administration and Office Management, Marketing & Communications",,,https://www.goldsgym.com/careers/,Fitness,PRE,,67
2025.0,Front Desk Receptionist,Gold's Gym,Other,Economics,"Hospitality & Retail (Food, Service Industries)",,,https://www.goldsgym.com/careers/,Fitness/Hospitality,PRE,,56
2025.0,Remote Research Support,Graduate Research Project,Health/Policy/Research,Research,Project / Program Development,,,,,PRE,,100
2025.0,Ski Instructor,Grouse Mountain,Other,Insurance,Insurance,,,https://www.grousemountain.com/careers,Recreation,PRE,,56
2025.0,Summer Intern,"Guotai Junan Securities Co., Ltd",Finance - Investment Banking,Finance & Banking,Internships,,,https://www.gtht.com/,,PRE,,80
2025.0,Store Cashier,H Mart,Other,Research,"Hospitality & Retail (Food, Service Industries)",,,https://www.hmart.com/about-us/careers,Retail,PRE,,50
2025.0,Student Trustee,Halton Catholic District School Board,Academia,Policy,Policy,,,https://www.hcdsb.org/careers/,,PRE,,67
2025.0,Equity Research Summer Associate ,Halyk Finance,Finance - Investment Banking,Research,"Investment Banking, Finance & Banking",,,https://halykfinance.kz/?lang=ru,Finance-Private Equity,PRE,,100
2025.0,Concierge Attendant,Hayden Homes Amphitheater,Other,Economics,Economics,,,https://www.bendconcerts.com/work-with-us/employment,Entertainment/Hospitality,PRE,,56
2025.0,Head Coordinator of Youth Operations,Hellenic Community of Vancouver,Government and NGO's/No-Profit Organizations (NPOs),Non-Profit Organizations (NPO's),"Project / Program Development, Operations and Supply Chain Management",,,https://helleniccommunity.org/,,PRE,,53
2025.0,Influencer Marketing PR Intern,HINATURE,Other,Internships,Marketing & Communications,,,https://www.linkedin.com/company/hinature/about/,Beauty,PRE,,73
2025.0,Intern,iA Financial Group (Industrial Alliance),Wealth Management,Internships,Internships,,,https://ia.ca/emploi,,PRE,,64
2025.0,Corporate Project Coordinator,ICBC ,Insurance,Policy,Project / Program Development,,,https://www.icbc.com/about-icbc/careers,Product Managment,PRE,,50
2025.0,"Accounting Assistant, Corporate Services Directorate",Indigenous Services Canada,Government and NGO's/No-Profit Organizations (NPOs),Transportation Services,Administration and Office Management,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,PRE,,65
2025.0,"Junior Policy Analyst, Industry Skills Directorate","Innovation, Science and Economic Development Canada",Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://ised-isde.canada.ca/site/job-opportunities/en,,PRE,,100
2025.0,General Restaurant Services,JAPADOG,Other,Real Estate,Real Estate,,,https://japadog.com/careers,Food/Hospitality,PRE,,73
2025.0,Assent Management Analyst,JM Financial Asset Management Ltd.,Finance - Investment Banking,Finance & Banking,Finance & Banking,,,https://www.jmfl.com/careers/career-space,,PRE,,80
2025.0,Sales Associate,kate spade new york,Other,Academia,Sales / Business Development,,,https://careers.tapestry.com/,Retail,PRE,,50
2025.0,Collections Assistant,Kilby Historic Site,Other,Economics,Administration and Office Management,,,https://kilby.ca/support/employment-opportunities/,Museum,PRE,,56
2025.0,Research Development Intern,Klue,Other,Research,Internships,,,https://klue.com/careers,Software Development,PRE,,100
2025.0,Warehouse Associate,KMS Tools & Equipment,Other,Real Estate,Real Estate,,,https://www.kmstools.com/careers,Retail,PRE,,55
2025.0,Management Consulting Intern,KPMG,Consulting,Consulting & Advisory,Internships,,,https://kpmg.com/xx/en/careers.html,,PRE,,80
2025.0,Team Member,krave kulture yogurt,Other,E-Commerce,E-Commerce,,,https://www.kravekulture.ca/,Food/Hospitality,PRE,,50
2025.0,Summer Research Assistant,Krea University,Academia,Research,Administration and Office Management,,,http://www.krea.edu.in/,,PRE,,100
2025.0,Portfolio Intern,LEAP | Pecaut Centre for Social Impact,Government and NGO's/No-Profit Organizations (NPOs),Internships,Finance & Banking,,,https://leap-pecautcentre.ca/join-our-team,,POST,,64
2025.0,Business Development & Partnership Project,Leo Charter Services,Other,Internships,"Sales / Business Development, Project / Program Development",,,https://www.leocharterservices.com/join-us,Transportation,PRE,,64
2025.0,Business Development Intern,Leo Charter Services,Other,Business & Enterprise,"Internships, Sales / Business Development",,,https://www.leocharterservices.com/join-us,Transportation,PRE,,62
2025.0,Market Research Intern,Lumiwealth,Data Science,Research,Internships,,,https://lumiwealth.com/,Academia ,PRE,,100
2025.0,Food and Beverage Team Member,Marine Drive Golf Club,Other,E-Commerce,E-Commerce,,,https://marine-drive.com/careers/,Food/Hospitality,POST,,50
2025.0,Client Relationship Associate,Marsh Canada Limited,Insurance,Law,Law,,,https://careers.marshmclennan.com/global/en/marsh,,POST,,67
2025.0,Junior Academics Tutor,Math Tutor Network,Academia,Academia,Academia,,,https://www.mathtutornetwork.com/career.html,,PRE,,88
2025.0,Property Manager,Maxsky Property Management,Other,Government,Real Estate,,,,Real Estate,PRE,,60
2025.0,Sales and Marketing Specialist,MNM Auto,Other,Marketing & Communications,Sales / Business Development,,,https://mnmauto.ca/,Automotive,POST,Started during degree,58
2025.0,"Analyst, Public Sector Consulting",MNP,Finance - Corporate Finance,Policy,Consulting & Advisory,,,https://www.mnp.ca/en/careers,Consulting,POST,,67
2025.0,Undergraduate Legal Intern,Monroe County Public Defender,Law,Policy,Internships,,,https://www.monroecounty.gov/hr-careers,,PRE,,67
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Economics,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,89
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Economics,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,89
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Economics,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,89
2025.0,Social Finance Analyst,New Market Funds,Finance - Investment Banking,Insurance,Finance & Banking,,,https://newmarketfunds.ca/,,POST,Started during degree,67
2025.0,Research Analyst,New Power Labs,Health/Policy/Research,Research,Research,,,https://www.newpowerlabs.org/careers,,PRE,,100
2025.0,Digital Marketing Intern,noDokter,Other,Internships,Marketing & Communications,,,https://www.nodokter.com/,Fitness,PRE,,55
2025.0,Equity Analyst Intern,Nucleo Captial,Finance - Asset Management,Internships,Internships,,,https://nucleocapital.com.br/,,POST,,55
2025.0,Project Lead,Nutrition Opportunities Worldwide,Consulting,Law,Project / Program Development,,,https://nutritionops-ww.com/,,PRE,,67
2025.0,Market Research Intern,Nutrition Opportunities Worldwide,Health/Policy/Research,Research,Internships,,,https://nutritionops-ww.com/,Consulting,PRE,,100
2025.0,Junior Translator,Office Double Rainbow,Other,Law,Law,,,,Communications,PRE,,67
2025.0,Investment Research Intern,Orbis Investments,Finance - Investment Banking,Research,"Internships, Finance & Banking",,,https://www.orbis.com/careers/careers/home,Research,PRE,,100
2025.0,Policy Analyst,Pacific Economic Development Canada,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://www.canada.ca/en/pacific-economic-development/corporate/careers/apply.html,,PRE,,100
2025.0,"Policy Analyst, Advocacy",Pacific Economic Development Canada ,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://www.canada.ca/en/pacific-economic-development/corporate/careers/apply.html,,PRE,,100
2025.0,Swimming Instructor,Pedalheads Bike Camps Inc.,Other,Insurance,Insurance,,,https://pedalheads.com/en/join-the-team/careers,Recreation,PRE,,56
2025.0,Artist and Tour Marketing Intern,Pennant Music Publishing,Other,Internships,Marketing & Communications,,,,Music,PRE,,64
2025.0,Social Media Manager,Perchance Tea & Coffee,Other,Research,Marketing & Communications,,,https://www.perchance.ca/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGn6vHL2uv6ftaVpF533TUoMp6erahzvdsPZjnF60frp-MycnPKvO8JOdsfZAE_aem_QQHZQJWkjTjpZMs0A7BgMA,Food/Hospitality,PRE,,62
2025.0,NFL & FBS Data Collector,PFF,Other,Policy,Data Science & Analytics,,,https://www.pff.com/jobs,Software Development,PRE,,50
2025.0,Accounting Intern,Pins Entertainment Inc.,Other,Internships,Internships,,,https://pinsentertainment.com/,Entertainment,PRE,,73
2025.0,Warehouse Worker,Pivot Furniture,Other,Recreation and Culture,Recreation and Culture,,,https://www.pivotfurniture.com/,Retail,PRE,,50
2025.0,Client Relations Specialist,Plenty Stores,Other,Law,Law,,,https://www.getplenty.com/pages/careers,Retail,PRE,,67
2025.0,Investments Intern,PT Saratoga Investama Sedaya Tbk.,Finance - Investment Banking,Internships,Finance & Banking,,,https://www.saratoga-investama.com/career,,PRE,,73
2025.0,Assurance Intern,PwC,Finance - Asset Management,Consulting & Advisory,Internships,,,https://jobs-ca.pwc.com/ca/en/home,,PRE,,80
2025.0,Summer Consultant- Data & Analytics,PwC,Finance - Asset Management,Consulting & Advisory,Data Science & Analytics,,,https://jobs-ca.pwc.com/ca/en/home,Data Science,PRE,,80
2025.0,Data Analyst,RBC Global Asset Management,Wealth Management,Finance & Banking,Data Science & Analytics,,,https://www.rbcgam.com/en/ca/about-us/our-teams,,PRE,,80
2025.0,Revenue and Operations Analyst,RBC Global Asset Management,Wealth Management,Finance & Banking,Operations and Supply Chain Management,,,https://www.rbcgam.com/en/ca/about-us/our-teams,,POST,Started during degree,80
2025.0,Junior Policy Analyst,RCAANC-CIRNAC,Government and NGO's/No-Profit Organizations (NPOs),Policy,Policy,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,PRE,,100
2025.0,Advisor,rekindle,Sustainability/Environment,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/rekindle-ubc/,,POST,,45
2025.0,Founder and Project Director,rekindle,Sustainability/Environment,Energy and Resources,Project / Program Development,,,https://www.linkedin.com/company/rekindle-ubc/,Retail,PRE,,55
2025.0,Teaching Assistant,Revera Academy,Academia,Academia,Administration and Office Management,,,https://www.reveraacademy.com/,,PRE,,80
2025.0,Assistant Consultant,Roland Berger,Consulting,Law,"Administration and Office Management, Consulting & Advisory",,,https://www.rolandberger.com/en/Join/Join-Us/Start-Your-Journey/,,PRE,,67
2025.0,Stagiare (Trainee),Safran,Other,Real Estate,Real Estate,,,https://www.safran-group.com/careers/why-join-us,Aviation Manufacturing,PRE,,55
2025.0,Business Analyst,SAP,Other,Data Science & Analytics,Data Science & Analytics,,,https://jobs.sap.com/?utm_source=CareerSite&utm_campaign=CorpSite_FT,Software Development,PRE,,62
2025.0,Teaching Assistant for Enterpreneurial Finance,Sauder School of Business,Academia,Insurance,"Academia, Administration and Office Management, Finance & Banking",,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,67
2025.0,Server,Schanks Sports Grill,Other,Research,"Hospitality & Retail (Food, Service Industries)",,,https://schanks.com/,Hospitality,PRE,,62
2025.0,Analyst,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Investment Banking Winter Analyst,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Business Analyst ,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,Product Managment,PRE,,80
2025.0,Business Analyst Intern,Scotiabank,Wealth Management,Finance & Banking,Internships,,,https://www.scotiabank.com/careers/en/careers.html,Product Managment,PRE,,80
2025.0,Customer Experience Associate,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Financial Advisor,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,POST,,80
2025.0,Junior Program Coordinator,Scotiabank,Wealth Management,Finance & Banking,Project / Program Development,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,"Strategy and Projects Intern, Canadian Banking",Scotiabank,Wealth Management,Finance & Banking,"Internships, Strategy Consulting, Project / Program Development",,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Wealth Management Tax Administrator,Scotiabank,Wealth Management,Finance & Banking,Administration and Office Management,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Math Tutor,Self-employed,Entrepreneurship,Policy,Academia,,,,,PRE,,50
2025.0,Private High School English Tutor,Self-employed,Entrepreneurship,Policy,Academia,,,,,PRE,,50
2025.0,Landscaper,Self-employed,Entrepreneurship,Law,Law,,,,Labor,PRE,,67
2025.0,Market Research Intern,Skills For Hope Foundation ,Government and NGO's/No-Profit Organizations (NPOs),Research,Internships,,,https://www.skillsforhope.org/,,PRE,,100
2025.0,Gameday Operator,Sportable,Data Science,Real Estate,Real Estate,,,https://sportable.bamboohr.com/careers,,POST,Started during degree,55
2025.0,Investment Analyst,Spring,Consulting,Government,Finance & Banking,,,https://spring.is/careers/,,PRE,,60
2025.0,Investment Analyst,Spring,Consulting,Government,Finance & Banking,,,https://spring.is/careers/,,POST,Started during degree,60
2025.0,Small Business Owner,SSET Enterprises,Academia,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/s-s-e-t-enterprises/about/,,PRE,,71
2025.0,Co-Founder,Stealth Startup,Entrepreneurship,Real Estate,Real Estate,,,https://harmonic.ai/careers,,PRE,,73
2025.0,Barista,Storm City Coffee,Other,Business & Enterprise,"Hospitality & Retail (Food, Service Industries)",,,https://www.stormcitycoffee.com/,Food/Hospitality,POST,,47
2025.0,Clinic Receptionist,StudioHealth -Main St- [Studio-East],Health/Policy/Research,Economics,Economics,,,https://studiohealth.ca/careers,Hospitality,PRE,,56
2025.0,Digital Marketing Manager,Susgrainable,Other,Marketing & Communications,Marketing & Communications,,,https://susgrainable.com/pages/careers,Food,PRE,,58
2025.0,Real Estate Intern,SV Estates,Other,Real Estate,Internships,,,,Real Estate,PRE,,100
2025.0,Research Associate,Synergia Foundation,Other,Research,Research,,,https://synergiafoundation.org/,Think tank,PRE,,100
2025.0,Associate Product Owner,Tangerine,Wealth Management,Insurance,Insurance,,,https://www.tangerine.ca/en/careers,,POST,,56
2025.0,Global Business Operations Rotational Associate,TD,Wealth Management,Finance & Banking,Operations and Supply Chain Management,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,POST,,80
2025.0,"Summer Analyst, Enterprise Strategy",TD,Wealth Management,Finance & Banking,Strategy Consulting,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,PRE,,80
2025.0,Campus Ambassador,TD,Wealth Management,Finance & Banking,Finance & Banking,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,PRE,,80
2025.0,Customer Service Associate,TD,Wealth Management,Finance & Banking,Customer Experience and Service Management,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,POST,Started during degree,80
2025.0,"Marketing Specialist Intern, D2C",TELUS,Other,Marketing & Communications,Internships,,,https://www.telus.com/en/about/careers?linktype=ge-footer,Telecommunications,PRE,,62
2025.0,Bartender,The BeachHouse Seafood and Fine Dining,Other,AI and Machine Learning,AI and Machine Learning,,,https://www.thebeachhouserestaurant.ca/about/#careers,Food/Hospitality,PRE,,61
2025.0,Associate,The Stewart Group Inc.,Consulting,Research,Research,,,https://www.thestewartgroup.ca/join-us,,POST,Started during degree,62
2025.0,Summer Analyst,The Stewart Group Inc.,Consulting,Research,Research,,,https://www.thestewartgroup.ca/join-us,,PRE,,62
2025.0,"Translator, Live Support",TOUR Organizing Committee,Other,Law,Law,,,,Tourism/Communications,PRE,,67
2025.0,Growth and Strategy Analyst,Trudent,Other,Real Estate,Strategy Consulting,,,https://www.linkedin.com/company/trudent/about/,,POST,,64
2025.0,Service Delivery Analyst,Trulioo,Other,Academia,Academia,,,https://www.trulioo.com/company/careers,Software Development,PRE,,50
