Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2025.0,Research Assistant,Bank of Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Research,Administration and Office Management,,https://www.bankofcanada.ca/careers/,,POST,,90
2025.0,Application Support Analyst Co-op,BC College of Nurses an Midwives,Health/Policy/Research,Business & Enterprise,Internships,,,https://www.bccnm.ca/BCCNM/Careers/Pages/Careers_at_BCCNM.aspx,IT,PRE,,90
2025.0,Data Scientist,BC Hydro,Sustainability/Environment,Data Science & Analytics,Technology,Data Science & Analytics,Energy and Resources,https://www.bchydro.com/work-with-us.html,,PRE,,90
2025.0,Financial Analyst,BC Hydro,Sustainability/Environment,Business & Enterprise,Finance & Banking,Energy and Resources,,https://www.bchydro.com/work-with-us.html,,PRE,,90
2025.0,Financial Analyst and External Sales Coordinator,BC Hydro,Sustainability/Environment,Business & Enterprise,Sales / Business Development,Finance & Banking,Energy and Resources,https://www.bchydro.com/work-with-us.html,Finance- Corporate Finance,PRE,,90
2025.0,Student Ambassador,BC Hydro,Sustainability/Environment,Energy and Resources,Energy and Resources,,,https://www.bchydro.com/work-with-us.html,,PRE,,80
2025.0,Wildfire Prevention Co-op,BC Public Service,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Internships,,,https://www2.gov.bc.ca/gov/content/careers-myhr/job-seekers/featured-careers,,PRE,,90
2025.0,Compliance Intern,BCI,Finance - Investment Banking,Business & Enterprise,Law,Internships,,https://bci.wd10.myworkdayjobs.com/BCI_Careers,,PRE,,90
2025.0,Junior Quantitative Analyst,Beach Algorithms,Other,Business & Enterprise,,,,,Data Science,PRE,,70
2025.0,Financial Analyst,Beenova AI,Other,Business & Enterprise,Finance & Banking,,,https://www.beenova.ai/,Tech,PRE,,90
2025.0,Investment Analyst,Boann Social Impact,Finance - Investment Banking,Business & Enterprise,,,,https://www.boann.ca/jobs,,PRE,,70
2025.0,Sales Associate,Boathouse/Blackwell Supply Company ,Other,Business & Enterprise,Sales / Business Development,,,https://boathousestores.com/pages/join-us,,PRE,,90
2025.0,Smoothie Master,Body Energy Club,Other,Business & Enterprise,,,,https://www.bodyenergyclub.com/pages/career,Food,PRE,,40
2025.0,Tutor,BrightSparkz Tutors Canada,Academia,Business & Enterprise,Academia,,,https://brightsparkz.ca/become-a-tutor/,,PRE,,90
2025.0,Front Desk,Cactus Club Cafe,Other,Business & Enterprise,,,,https://www.cactusclubcafe.com/hiring/,Food/Hospitality,POST,Started during degree,40
2025.0,Investor Relations & Operations Intern,Can Terra Financial Inc.,Finance - Corporate Finance,Business & Enterprise,Operations and Supply Chain Management,Internships,,,,PRE,,90
2025.0,Administrative Assistant,Canada Border Services Agency,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Administration and Office Management,,,https://www.cbsa-asfc.gc.ca/menu-eng.html,,PRE,,90
2025.0,Administrative Assistant,Canada Border Services Agency,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Administration and Office Management,,,https://www.cbsa-asfc.gc.ca/menu-eng.html,,PRE,,90
2025.0,In-Seat Runner,Canucks Sports & Entertainment (CSE),Other,Business & Enterprise,,,,https://jobs.canucks.com/?_ga=1.250402639.837776307.1469035065,Hospitality,PRE,,40
2025.0,Product Research Fellow,Circonomy,Sustainability/Environment,Business & Enterprise,Research,,,https://www.circonomy.co/,,PRE,,90
2025.0,Intern,Circular Impact,Sustainability/Environment,Business & Enterprise,Internships,,,https://www.linkedin.com/company/circular-impact-io/,,PRE,,90
2025.0,"Founder, Automation Engineer",Clarity Works,Other,Business & Enterprise,Technology,Engineering,,https://www.tryclarityworks.com/#contact,AI Automation,POST,Started during degree,90
2025.0,Junior Analyst,CMLS Financial,Finance - Investment Banking,Business & Enterprise,,,,https://www.cmls.ca/who-we-are/our-people,,PRE,,70
2025.0,Transformation Analyst,Community Foundations of Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,,,,https://communityfoundations.ca/working-with-us/,,PRE,,70
2025.0,Publicity Agent Marketing Intern,Consulting Ace Inc.,Consulting,Business & Enterprise,Marketing & Communications,Internships,,https://consultingace.com/,,PRE,,90
2025.0,Publicity Agent Marketing Intern,Consulting Ace Inc.,Consulting,Business & Enterprise,Marketing & Communications,Internships,,https://consultingace.com/,,PRE,,90
2025.0,Translator,COVER Corporation,Other,Business & Enterprise,,,,https://cover-corp.com/en/recruit,Entertainment/Communications,POST,Started during degree,40
2025.0,Intern,Creative Consulting Group,Consulting,Business & Enterprise,Internships,,,https://creativegp.com/,,POST,Started during degree,90
2025.0,Translator,Crimson Global Academy,Academia,Business & Enterprise,,,,https://crimsonacademies.school/#w-node-_7dc0e30c-6e1f-4bb7-bf02-386ff897bd91-f897bd8c,Communications,PRE,,40
2025.0,Founder and Project Lead,Dabao Penang,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,,,,https://www.facebook.com/dabaopg/,,PRE,,40
2025.0,Landscaper,DALE CLARK,Entrepreneurship,Business & Enterprise,,,,,Laborer,PRE,,40
2025.0,Marketing Intern,Daxue Consulting,Consulting,Business & Enterprise,Marketing & Communications,Internships,,https://daxueconsulting.com/we-recruit/,,PRE,,90
2025.0,Supply Chain and Logistics Intern,DeeBee's Organics,Other,Business & Enterprise,Operations and Supply Chain Management,Internships,,https://www.deebeesorganics.com/pages/about-us,Food/Supply Chain Logistics,PRE,,90
2025.0,Computer Programmer,deenSTRONG Foundation,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,,,,https://www.deenstrong.com/careers,,PRE,,40
2025.0,Marketing Intern,deenSTRONG Foundation,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Marketing & Communications,Internships,,https://www.deenstrong.com/careers,,PRE,,90
2025.0,Research Intern,Delhi School of Economics,Academia,Business & Enterprise,Research,Internships,,http://econdse.org/permanent-positions/,,PRE,,90
2025.0,Consultant,Deloitte,Consulting,Business & Enterprise,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,90
2025.0,"Coaching, Facilitation & Design Thinking Intern",Deloitte,Consulting,Business & Enterprise,Internships,Consulting & Advisory,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,90
2025.0,Mid-Market Portolio Management Intern,Deloitte,Consulting,Business & Enterprise,Internships,Consulting & Advisory,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,90
2025.0,Corporate Finance Analyst,Deloitte,Consulting,Business & Enterprise,Finance & Banking,Consulting & Advisory,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,90
2025.0,Corporate Finance Analyst,Deloitte,Consulting,Business & Enterprise,Finance & Banking,Consulting & Advisory,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,Started during degree,90
2025.0,Virtual Aerospace Course Instructor,Department of National Defense,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,,,,https://www.canada.ca/en/department-national-defence.html,,PRE,,40
2025.0,Head Muralist,Deschutes Painting Inc,Other,Business & Enterprise,,,,https://deschutespainting.com/hiring/,Creative arts,PRE,,40
2025.0,Summer Intern,Digitalife Corporation,Other,Business & Enterprise,Internships,,,https://www.linkedin.com/company/digitalife-corporation/,Tech,PRE,,90
2025.0,Strategy & Planning Intern,DYNE Technologies Inc.,Data Science,Business & Enterprise,Consulting & Advisory,Internships,,https://www.dyneapp.ca/career,,PRE,,90
2025.0,Marketing Intern,Elevate Vancouver,Other,Business & Enterprise,Marketing & Communications,Internships,,,"Multiple (music, real estate, consulting)",PRE,,90
2025.0,Equity Analyst Intern,Enso Gestão de Patrimônio,Wealth Management,Business & Enterprise,Internships,,,https://www.ensogp.com.br/,,PRE,,90
2025.0,"Consulting Intern, Business Transformation",EY,Finance - Corporate Finance,Business & Enterprise,Consulting & Advisory,Internships,,https://www.ey.com/en_ca/careers,,PRE,,90
2025.0,Business Development Representative,Fidelity Canada,Finance - Investment Banking,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,90
2025.0,Publishing Intern,Fintel Connect,Marketing,Business & Enterprise,Internships,,,https://www.fintelconnect.com/about-us/careers/,Communications,PRE,,90
2025.0,Guest Experience Intern,Flyover,Other,Business & Enterprise,Internships,,,https://www.pursuit.com/careers/flyover/,Entertainment/Hospitality,PRE,,90
2025.0,Guest Experience Intern,Flyover,Other,Business & Enterprise,Internships,,,https://www.pursuit.com/careers/flyover/,Entertainment/Hospitality,PRE,,90
2025.0,Founder,FoundHer Studio,Entrepreneurship,Business & Enterprise,,,,,,POST,,40
2025.0,Sales Associate,Frank and Oak,Other,Business & Enterprise,Sales / Business Development,,,https://www.linkedin.com/company/frank-&-oak/,Retail,PRE,,90
2025.0,Subtitle Creator,Freelance,Entrepreneurship,Business & Enterprise,,,,,Communications,POST,Started during degree,40
2025.0,Venture Capital Investment Associate,Front Row Ventures,Finance - Private Equity,Business & Enterprise,,,,https://frontrow.ventures/join-us/,,PRE,,70
2025.0,Intern,FSD Zambia,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Internships,,,https://www.linkedin.com/company/fsdzambia/,,PRE,,90
2025.0,Account Management Associate,Gentai Capital,Finance - Investment Banking,Business & Enterprise,,,,https://gentaicapital.com/careers/,,POST,Started during degree,70
2025.0,Junior Analyst,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,70
2025.0,Junior Trade Policy Officer,Global Affairs Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Policy,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,PRE,,90
2025.0,Analyst,Goldman Sachs,Finance - Investment Banking,Business & Enterprise,,,,https://www.goldmansachs.com/careers/,,PRE,,70
2025.0,Investment Banking Analyst,Goldman Sachs,Finance - Investment Banking,Business & Enterprise,,,,https://www.goldmansachs.com/careers/,,POST,,70
2025.0,Assistant General Manager,Gold's Gym,Other,Business & Enterprise,Administration and Office Management,Recreation and Culture,,https://www.goldsgym.com/careers/,Fitness,PRE,,90
2025.0,General Manager,Gold's Gym,Other,Recreation and Culture,Recreation and Culture,,,https://www.goldsgym.com/careers/,Fitness,POST,Started during degree,80
2025.0,Admin and Marketing Team Lead,Gold's Gym,Other,Business & Enterprise,Marketing & Communications,Administration and Office Management,Recreation and Culture,https://www.goldsgym.com/careers/,Fitness,PRE,,90
2025.0,Front Desk Receptionist,Gold's Gym,Other,Recreation and Culture,Recreation and Culture,,,https://www.goldsgym.com/careers/,Fitness/Hospitality,PRE,,80
2025.0,Remote Research Support,Graduate Research Project,Health/Policy/Research,Business & Enterprise,Research,,,,,PRE,,90
2025.0,Ski Instructor,Grouse Mountain,Other,Business & Enterprise,,,,https://www.grousemountain.com/careers,Recreation,PRE,,40
2025.0,Summer Intern,"Guotai Junan Securities Co., Ltd",Finance - Investment Banking,Business & Enterprise,Internships,,,https://www.gtht.com/,,PRE,,90
2025.0,Store Cashier,H Mart,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.hmart.com/about-us/careers,Retail,PRE,,90
2025.0,Student Trustee,Halton Catholic District School Board,Academia,Business & Enterprise,,,,https://www.hcdsb.org/careers/,,PRE,,40
2025.0,Equity Research Summer Associate ,Halyk Finance,Finance - Investment Banking,Business & Enterprise,Research,Finance & Banking,,https://halykfinance.kz/?lang=ru,Finance-Private Equity,PRE,,90
2025.0,Concierge Attendant,Hayden Homes Amphitheater,Other,Business & Enterprise,,,,https://www.bendconcerts.com/work-with-us/employment,Entertainment/Hospitality,PRE,,40
2025.0,Head Coordinator of Youth Operations,Hellenic Community of Vancouver,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Operations and Supply Chain Management,,,https://helleniccommunity.org/,,PRE,,90
2025.0,Influencer Marketing PR Intern,HINATURE,Other,Business & Enterprise,Marketing & Communications,Internships,,https://www.linkedin.com/company/hinature/about/,Beauty,PRE,,90
2025.0,Intern,iA Financial Group (Industrial Alliance),Wealth Management,Business & Enterprise,Internships,,,https://ia.ca/emploi,,PRE,,90
2025.0,Corporate Project Coordinator,ICBC ,Insurance,Business & Enterprise,Project / Program Development,,,https://www.icbc.com/about-icbc/careers,Product Managment,PRE,,90
2025.0,"Accounting Assistant, Corporate Services Directorate",Indigenous Services Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Administration and Office Management,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,PRE,,90
2025.0,"Junior Policy Analyst, Industry Skills Directorate","Innovation, Science and Economic Development Canada",Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Policy,,,https://ised-isde.canada.ca/site/job-opportunities/en,,PRE,,90
2025.0,General Restaurant Services,JAPADOG,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://japadog.com/careers,Food/Hospitality,PRE,,90
2025.0,Assent Management Analyst,JM Financial Asset Management Ltd.,Finance - Investment Banking,Finance & Banking,Finance & Banking,,,https://www.jmfl.com/careers/career-space,,PRE,,80
2025.0,Sales Associate,kate spade new york,Other,Business & Enterprise,Sales / Business Development,,,https://careers.tapestry.com/,Retail,PRE,,90
2025.0,Collections Assistant,Kilby Historic Site,Other,Business & Enterprise,Administration and Office Management,,,https://kilby.ca/support/employment-opportunities/,Museum,PRE,,90
2025.0,Research Development Intern,Klue,Other,Business & Enterprise,Research,Internships,,https://klue.com/careers,Software Development,PRE,,90
2025.0,Warehouse Associate,KMS Tools & Equipment,Other,Business & Enterprise,,,,https://www.kmstools.com/careers,Retail,PRE,,70
2025.0,Management Consulting Intern,KPMG,Consulting,Business & Enterprise,Consulting & Advisory,Internships,,https://kpmg.com/xx/en/careers.html,,PRE,,90
2025.0,Team Member,krave kulture yogurt,Other,Business & Enterprise,,,,https://www.kravekulture.ca/,Food/Hospitality,PRE,,40
2025.0,Summer Research Assistant,Krea University,Academia,Business & Enterprise,Research,Administration and Office Management,,http://www.krea.edu.in/,,PRE,,90
2025.0,Portfolio Intern,LEAP | Pecaut Centre for Social Impact,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Finance & Banking,Internships,,https://leap-pecautcentre.ca/join-our-team,,POST,,90
2025.0,Business Development & Partnership Project,Leo Charter Services,Other,Business & Enterprise,Sales / Business Development,,,https://www.leocharterservices.com/join-us,Transportation,PRE,,90
2025.0,Business Development Intern,Leo Charter Services,Other,Business & Enterprise,Sales / Business Development,Internships,,https://www.leocharterservices.com/join-us,Transportation,PRE,,90
2025.0,Market Research Intern,Lumiwealth,Data Science,Business & Enterprise,Research,Internships,,https://lumiwealth.com/,Academia ,PRE,,90
2025.0,Food and Beverage Team Member,Marine Drive Golf Club,Other,Business & Enterprise,,,,https://marine-drive.com/careers/,Food/Hospitality,POST,,40
2025.0,Client Relationship Associate,Marsh Canada Limited,Insurance,Business & Enterprise,,,,https://careers.marshmclennan.com/global/en/marsh,,POST,,70
2025.0,Junior Academics Tutor,Math Tutor Network,Academia,Business & Enterprise,Academia,,,https://www.mathtutornetwork.com/career.html,,PRE,,90
2025.0,Property Manager,Maxsky Property Management,Other,Business & Enterprise,,,,,Real Estate,PRE,,70
2025.0,Sales and Marketing Specialist,MNM Auto,Other,Business & Enterprise,Marketing & Communications,Sales / Business Development,,https://mnmauto.ca/,Automotive,POST,Started during degree,90
2025.0,"Analyst, Public Sector Consulting",MNP,Finance - Corporate Finance,Business & Enterprise,Consulting & Advisory,,,https://www.mnp.ca/en/careers,Consulting,POST,,90
2025.0,Undergraduate Legal Intern,Monroe County Public Defender,Law,Business & Enterprise,Law,Internships,,https://www.monroecounty.gov/hr-careers,,PRE,,90
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,90
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,90
2025.0,Junior Economist,Natural Resources Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Economics,,,https://natural-resources.canada.ca/corporate/careers-natural-resources-canada,,PRE,,90
2025.0,Social Finance Analyst,New Market Funds,Finance - Investment Banking,Business & Enterprise,Finance & Banking,,,https://newmarketfunds.ca/,,POST,Started during degree,90
2025.0,Research Analyst,New Power Labs,Health/Policy/Research,Business & Enterprise,Research,,,https://www.newpowerlabs.org/careers,,PRE,,90
2025.0,Digital Marketing Intern,noDokter,Other,Business & Enterprise,Marketing & Communications,Internships,,https://www.nodokter.com/,Fitness,PRE,,90
2025.0,Equity Analyst Intern,Nucleo Captial,Finance - Asset Management,Business & Enterprise,Internships,,,https://nucleocapital.com.br/,,POST,,90
2025.0,Project Lead,Nutrition Opportunities Worldwide,Consulting,Business & Enterprise,,,,https://nutritionops-ww.com/,,PRE,,40
2025.0,Market Research Intern,Nutrition Opportunities Worldwide,Health/Policy/Research,Business & Enterprise,Research,Internships,,https://nutritionops-ww.com/,Consulting,PRE,,90
2025.0,Junior Translator,Office Double Rainbow,Other,Business & Enterprise,,,,,Communications,PRE,,40
2025.0,Investment Research Intern,Orbis Investments,Finance - Investment Banking,Business & Enterprise,Research,Internships,,https://www.orbis.com/careers/careers/home,Research,PRE,,90
2025.0,Policy Analyst,Pacific Economic Development Canada,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Policy,,,https://www.canada.ca/en/pacific-economic-development/corporate/careers/apply.html,,PRE,,90
2025.0,"Policy Analyst, Advocacy",Pacific Economic Development Canada ,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Policy,,,https://www.canada.ca/en/pacific-economic-development/corporate/careers/apply.html,,PRE,,90
2025.0,Swimming Instructor,Pedalheads Bike Camps Inc.,Other,Business & Enterprise,,,,https://pedalheads.com/en/join-the-team/careers,Recreation,PRE,,40
2025.0,Artist and Tour Marketing Intern,Pennant Music Publishing,Other,Business & Enterprise,Marketing & Communications,Internships,,,Music,PRE,,90
2025.0,Social Media Manager,Perchance Tea & Coffee,Other,Business & Enterprise,Marketing & Communications,,,https://www.perchance.ca/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGn6vHL2uv6ftaVpF533TUoMp6erahzvdsPZjnF60frp-MycnPKvO8JOdsfZAE_aem_QQHZQJWkjTjpZMs0A7BgMA,Food/Hospitality,PRE,,90
2025.0,NFL & FBS Data Collector,PFF,Other,Data Science & Analytics,Technology,Data Science & Analytics,,https://www.pff.com/jobs,Software Development,PRE,,90
2025.0,Accounting Intern,Pins Entertainment Inc.,Other,Business & Enterprise,Internships,,,https://pinsentertainment.com/,Entertainment,PRE,,90
2025.0,Warehouse Worker,Pivot Furniture,Other,Business & Enterprise,,,,https://www.pivotfurniture.com/,Retail,PRE,,40
2025.0,Client Relations Specialist,Plenty Stores,Other,Business & Enterprise,,,,https://www.getplenty.com/pages/careers,Retail,PRE,,40
2025.0,Investments Intern,PT Saratoga Investama Sedaya Tbk.,Finance - Investment Banking,Business & Enterprise,Internships,Finance & Banking,,https://www.saratoga-investama.com/career,,PRE,,90
2025.0,Assurance Intern,PwC,Finance - Asset Management,Business & Enterprise,Internships,Consulting & Advisory,,https://jobs-ca.pwc.com/ca/en/home,,PRE,,90
2025.0,Summer Consultant- Data & Analytics,PwC,Finance - Asset Management,Data Science & Analytics,Technology,Data Science & Analytics,Consulting & Advisory,https://jobs-ca.pwc.com/ca/en/home,Data Science,PRE,,90
2025.0,Data Analyst,RBC Global Asset Management,Wealth Management,Data Science & Analytics,Technology,Data Science & Analytics,,https://www.rbcgam.com/en/ca/about-us/our-teams,,PRE,,90
2025.0,Revenue and Operations Analyst,RBC Global Asset Management,Wealth Management,Business & Enterprise,Operations and Supply Chain Management,,,https://www.rbcgam.com/en/ca/about-us/our-teams,,POST,Started during degree,90
2025.0,Junior Policy Analyst,RCAANC-CIRNAC,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Policy,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,PRE,,90
2025.0,Advisor,rekindle,Sustainability/Environment,Business & Enterprise,,,,https://www.linkedin.com/company/rekindle-ubc/,,POST,,40
2025.0,Founder and Project Director,rekindle,Sustainability/Environment,Business & Enterprise,,,,https://www.linkedin.com/company/rekindle-ubc/,Retail,PRE,,40
2025.0,Teaching Assistant,Revera Academy,Academia,Business & Enterprise,Academia,Administration and Office Management,,https://www.reveraacademy.com/,,PRE,,90
2025.0,Assistant Consultant,Roland Berger,Consulting,Business & Enterprise,Administration and Office Management,Consulting & Advisory,,https://www.rolandberger.com/en/Join/Join-Us/Start-Your-Journey/,,PRE,,90
2025.0,Stagiare (Trainee),Safran,Other,Business & Enterprise,,,,https://www.safran-group.com/careers/why-join-us,Aviation Manufacturing,PRE,,40
2025.0,Business Analyst,SAP,Other,Business & Enterprise,,,,https://jobs.sap.com/?utm_source=CareerSite&utm_campaign=CorpSite_FT,Software Development,PRE,,70
2025.0,Teaching Assistant for Enterpreneurial Finance,Sauder School of Business,Academia,Business & Enterprise,Academia,Administration and Office Management,Finance & Banking,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,90
2025.0,Server,Schanks Sports Grill,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://schanks.com/,Hospitality,PRE,,90
2025.0,Analyst,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Investment Banking Winter Analyst,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Business Analyst ,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,Product Managment,PRE,,80
2025.0,Business Analyst Intern,Scotiabank,Wealth Management,Business & Enterprise,Internships,Finance & Banking,,https://www.scotiabank.com/careers/en/careers.html,Product Managment,PRE,,90
2025.0,Customer Experience Associate,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,80
2025.0,Financial Advisor,Scotiabank,Wealth Management,Business & Enterprise,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,POST,,90
2025.0,Junior Program Coordinator,Scotiabank,Wealth Management,Business & Enterprise,Project / Program Development,Finance & Banking,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,90
2025.0,"Strategy and Projects Intern, Canadian Banking",Scotiabank,Wealth Management,Business & Enterprise,Consulting & Advisory,Internships,Finance & Banking,https://www.scotiabank.com/careers/en/careers.html,,PRE,,90
2025.0,Wealth Management Tax Administrator,Scotiabank,Wealth Management,Business & Enterprise,Administration and Office Management,Finance & Banking,,https://www.scotiabank.com/careers/en/careers.html,,PRE,,90
2025.0,Math Tutor,Self-employed,Entrepreneurship,Business & Enterprise,Academia,,,,,PRE,,90
2025.0,Private High School English Tutor,Self-employed,Entrepreneurship,Business & Enterprise,Academia,,,,,PRE,,90
2025.0,Landscaper,Self-employed,Entrepreneurship,Business & Enterprise,,,,,Labor,PRE,,40
2025.0,Market Research Intern,Skills For Hope Foundation ,Government and NGO's/No-Profit Organizations (NPOs),Business & Enterprise,Research,Internships,,https://www.skillsforhope.org/,,PRE,,90
2025.0,Gameday Operator,Sportable,Data Science,Business & Enterprise,,,,https://sportable.bamboohr.com/careers,,POST,Started during degree,40
2025.0,Investment Analyst,Spring,Consulting,Business & Enterprise,,,,https://spring.is/careers/,,PRE,,70
2025.0,Investment Analyst,Spring,Consulting,Business & Enterprise,,,,https://spring.is/careers/,,POST,Started during degree,70
2025.0,Small Business Owner,SSET Enterprises,Academia,Business & Enterprise,,,,https://www.linkedin.com/company/s-s-e-t-enterprises/about/,,PRE,,40
2025.0,Co-Founder,Stealth Startup,Entrepreneurship,Business & Enterprise,,,,https://harmonic.ai/careers,,PRE,,40
2025.0,Barista,Storm City Coffee,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.stormcitycoffee.com/,Food/Hospitality,POST,,90
2025.0,Clinic Receptionist,StudioHealth -Main St- [Studio-East],Health/Policy/Research,Business & Enterprise,,,,https://studiohealth.ca/careers,Hospitality,PRE,,40
2025.0,Digital Marketing Manager,Susgrainable,Other,Business & Enterprise,Marketing & Communications,,,https://susgrainable.com/pages/careers,Food,PRE,,90
2025.0,Real Estate Intern,SV Estates,Other,Business & Enterprise,Internships,,,,Real Estate,PRE,,90
2025.0,Research Associate,Synergia Foundation,Other,Business & Enterprise,Research,,,https://synergiafoundation.org/,Think tank,PRE,,90
2025.0,Associate Product Owner,Tangerine,Wealth Management,Business & Enterprise,,,,https://www.tangerine.ca/en/careers,,POST,,70
2025.0,Global Business Operations Rotational Associate,TD,Wealth Management,Business & Enterprise,Operations and Supply Chain Management,Finance & Banking,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,POST,,90
2025.0,"Summer Analyst, Enterprise Strategy",TD,Wealth Management,Business & Enterprise,Consulting & Advisory,Finance & Banking,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,PRE,,90
2025.0,Campus Ambassador,TD,Wealth Management,Finance & Banking,Finance & Banking,,,https://td.wd3.myworkdayjobs.com/en-US/TD_Bank_Careers,,PRE,,80
